120014最年輕的女   07 999999902    150304184759185757000200349    1 30000034010201011                                                                                                                                                                    64999999999999999999999999999999159999999948020498020295999899959598040298010202010607990802020210699999900000000000000000000000000000000000000950201
120023唯一合格男    2 999999902    150304212618213809000200349    1 30000034010201011                                                                                                                                                                    63999999999999999999999999999907999999999926029601010101990306040104010404010102010502029901010190699910600000000000000000000000000000000000000950101
120024唯一合格女    2 999999902    150302192226193233000101702014 2 30000246010201011                                                                                                                                                                    65999999999999999999999999999999990399999960070201010201990199030102030203010202010601029901020260199999900000000000000000000000000000000000000950201
120025最年輕的女   04 999999902    150302215922221403000200350    1 30000021010300012                                                                                                                                                                    07999999129999999999999999999999999999999974040303030198999799039802030303020202010607990801020240199999900000000000000000000000000000000000000950201
120040唯一合格女    2 999999902    150304182505182559000103301082 2 30000029010201011                                                                                                                                                                    63999999999999999999999999999910999999999958060301010101990299020104010301020202020407990802020290130299900000000000000000000000000000000000000950201
120044唯一合格男    2 999999902    150302192326193528000200347    2 30000039010101011                                                                                                                                                                    63999999999999999999999999999910999999999935020303020202990306040304010302010202010202029901020290699960200000000000000000000000000000000000000950102
120050唯一合格男    2 999999902    150302192341193409000103158017 1 30000220010201011                                                                                                                                                                    63999999999999999999999999999910999999999962040301010201990299010104010402960201010196990802020210699999900000000000000000000000000000000000000950101
120052唯一合格男    3 999999902    15030219234219302100099601063  1 20001360010201011                                                                                                                                                                    65999999999999999999999999999999990399999953040201010201990199020202020202020202010501029901030210699999900000000000000000000000000000000000000950101
120058唯一合格女   03 999999902    150302192404193602000102601119 1 30000102010201011                                                                                                                                                                    68999999999999999999999999999999999999990874070201010202990299040203020303010202020407990301980220699999900000000000000000000000000000000000000010201
120062最年輕的女    2 999999902    150302192418193313000103307029 2 30000186010402041                                                                                                                                                                    65999999999999999999999999999999991499999983040301020202990299030203030202010202020507990801020270199999900000000000000000000000000000000000000010201
120067唯一合格男  042 999999902    150302192428193157000102504040 1 10000004010201011                                                                                                                                                                    66999999999999999999999999999999999908999961060101020201990199020303020204010202010604029902010210299999900000000000000000000000000000000000000950101
120072唯一合格女    2 999999902    150302193839194302000200350    1 30000021010201011                                                                                                                                                                    65999999999999999999999999999999990699999954040201010101990306040203010303010202010407990801020290130299900000000000000000000000000000000000000010201
120073唯一合格女   03 999999902    150305194607200314000102504040 1 10000004010302012                                                                                                                                                                    68999999999999999999999999999999999999990346029601020202990403030203020302960102010607992102010140199999900000000000000000000000000000000000000950201
120083唯一合格女   05 999999902    150302204907210708000200335    2 30000060010302011                                                                                                                                                                    10999999999999989999999999999999999999999995010498029804029899049898049898010202019897990801020290699950100000000000000000000000000000000000000950202
120085最年輕的女    2 999999902    150302192607193343000101303093 2 10000880010604061                                                                                                                                                                    63999999999999999999999999999907999999999947060301010202990299030302030301960202010607999602020290310599900000000000000000000000000000000000000950201
120086唯一合格男   07 999999902    15030421021821144600099601063  1 20001360010301011                                                                                                                                                                    64999999999999999999999999999999089999999962070101010202990306040104010404010101010404029901020210499999900000000000000000000000000000000000000010101
120093唯一合格男   07 999999902    15030219264519464000087503234  2 10002202010201012                                                                                                                                                                    64999999999999999999999999999999179999999940070201010102990299030104010403020202029807990801020230299999900000000000000000000000000000000000000950101
120098唯一合格女   08 999999902    150302210034211130000200346    2 10000068010302012                                                                                                                                                                    13999999999999990299999999999999999999999946060203020202990306030202020202010202020502019901020190699910300000000000000000000000000000000000000010201
