566015唯一合格男  999 999999901    10110518255118391900096204050  2 100150010101011                                                                                                                                                                      030205990303980203010401010501020102010202020102010101079908050129020406105999999010999999999999999999999999999999999999999999999080101
566020唯一合格女  999 999999901    10110518260118405600097259001  2 200058010302011                                                                                                                                                                      049999999703010204030202020701059705010303020202010202079908050245020204104999999039999019999999999999999999999999999999999999999100201
566042唯一合格女  999 999999901    10110518265518402200099252009  1 100053010201011                                                                                                                                                                      049999999798010103010304010401010102010303030301020101020299040150020204901302999079999999999992299999999999999999999999999999999060201
566061唯一合格女  999 999999901    10110518265618430100099256012  2 100060010302011                                                                                                                                                                      030297980403010404040404010401020101020304020302010101979908050169010205901302999199999999999999999999999999999999999990699999999030201
566071唯一合格女  999 999999901    10110518270918410000099252017  2 100074010201012                                                                                                                                                                      049999990398020104010404010401980201020403980302020101969996040171020206301999999169999999999999999999999999999990199999999999999070201
566076唯一合格女  999 999999901    10110521484721571100099256002  1 100307010201011                                                                                                                                                                      049999999797970202030204010702989898980202010202020101079908970356030204901602999959999999999999999999999999999999999999999999999030201
566077最年輕的男  999 999999901    101105182716184058000200081    1 11148010303031                                                                                                                                                                       020298980303020202020303010501010102010303020302020101020299050176020206602999999119999999999999999999927999999999999999999999999060101
566107唯一合格女  999 999999901    10110521351221474700093703025  2 300093010201011                                                                                                                                                                      030205990303020203020303010502020101010202020202010101199995050254020206601999999069999999999059999999999999999999999999999999999070201
566123最年輕的男  999 999999901    101105212710214521000100007    2 100226010301011                                                                                                                                                                      049999990398010304020304010501020202010203030301020102969908060258020204302999999199999999999999999999999999999999999990899999999950101
566134唯一合格男  999 999999901    10110521223521341900095207347  2 100352010201012                                                                                                                                                                      030105990403020403020404010302010101010104010101020101020299050253030204602999999139999999999999999999999990199999999999999999999070101
566160最年輕的女  999 999999901    10110518293318460900096204035  2 100239010503051                                                                                                                                                                      020302030402020404040104010402020102010201020101020101089908050169020204602999999029902999999999999999999999999999999999999999999010201
566170最年輕的男  999 999999901    101106190011191625000200170    2 100579010201011                                                                                                                                                                      030205990403020101010302010501010197010303010402020101010199050241020206905999301649999999999999999999999999999999999999999999909100101
566175唯一合格男  999 999999901    10110622124822151600099252012  1 100074010201012                                                                                                                                                                      049999990302020404010404010302020102010102950302020101020199040158020204602999999010599999999999999999999999999999999999999999999030101
566193唯一合格女  999 999999901    10110521361821522800095207347  2 100352010302011                                                                                                                                                                      049999999701010404010404010001980104010101010401020101010299060137020204906999602010999999999999999999999999999999999999999999999020204
566200唯一合格男  999 999999901    10110818330618494400095207347  2 100352010201011                                                                                                                                                                      049999990398020304040404010502010102010404010102020101010199030317030303906999602069999999999209999999999999999999999999999999999020101
566212最年輕的男  999 999999901    10110518310418485800099260010  1 200060010502051                                                                                                                                                                      030305990303010202020304970601049898040304980401020102079908060146020203106999999109999999999999999991299999999999999999999999999950104
566238唯一合格男  999 999999901    10110518320218465400098203063  1 100056010301011                                                                                                                                                                      049999990303970203030304010502020102010202030302020101020299040169989805602999999129999999999999999999999149999999999999999999999040101
566242最年輕的女  999 999999901    10110518361118501600098501067  2 200076010401042                                                                                                                                                                      039605990496020104010404020701019898020401010102020202079908030161020205206999999079999999999991399999999999999999999999999999999090201
566252唯一合格男  999 999999901    101105183231184809000200220    1 100098010201011                                                                                                                                                                      049999999703970203020302010602020101010203030201020101079908050253020206104999999079999999999991199999999999999999999999999999999020101
566254唯一合格男  999 999999901    10110521542522063100095207347  2 100352010201012                                                                                                                                                                      030205990103010103020303010502010101010102010102020201079908060151020204105999999079999999999990599999999999999999999999999999999040101
566258唯一合格男  999 999999901    10110618450119025500097204048  2 100058010201012                                                                                                                                                                      030305990396020103030304010502020197010302030202010101079908030246020205104999999029901999999999999999999999999999999999999999999080101
566265唯一合格男  999 999999901    101105183251185510000200222    2 100222010201011                                                                                                                                                                      049999990398010396010398010102030403019502020202970101020199020131020203905999602119999999999999999999908999999999999999999999999010104
566298最年輕的女  999 999999901    101105183410184914000200188    1 100110010402041                                                                                                                                                                      030205990202020203020404010602020201010301020102020101010199050260030104901602999039999029999999999999999999999999999999999999999040201
566311唯一合格男  999 999999901    101105193539195111000200170    2 100579011005101                                                                                                                                                                      049999990398020404020304010701980198010303020302010101010299050217020205206999999099999999999999999039999999999999999999999999999090101
566350唯一合格女  999 999999901    101105193956195038000200056    2 11226010201011                                                                                                                                                                       020205990303020203010403010502980102010402020401010101979997050264020206901302999010599999999999999999999999999999999999999999999030201
566354唯一合格女  999 999999901    10110519470820111100099202043  2 200040010201012                                                                                                                                                                      030105990103010103010404010001020102020104020202010101979903060266020205904602999069999999999179999999999999999999999999999999999050201
566359唯一合格女  999 999999901    10110518355418452700099252015  1 100084010100011                                                                                                                                                                      049999990303020103010303010701020102010303020302020101010299050253020207206999999069999999999019999999999999999999999999999999999060201
566371唯一合格男  999 999999901    10110518361718500800099261015  1 100132010201011                                                                                                                                                                      020305990403020103010303010801020102010302010201010101010199060244020207206999999119999999999999999999927999999999999999999999999100101
566380唯一合格男  999 999999901    10110518363818480100099202043  2 200040010201011                                                                                                                                                                      049999990303020404010304010501010102010403020302020202010299060163020204104999999069999999999159999999999999999999999999999999999030101
566393最年輕的男  999 999999901    10110518365918463500098252015  2 300098010302031                                                                                                                                                                      010303970403020203020303010201020101010202020202020101010299060259010104602999999059999999908999999999999999999999999999999999999980101
566396最年長的男  999 999999901    10110821004821202600098202034  1 300008010502012                                                                                                                                                                      030205990403020304040402010401020102010303030402020101089903060253020204501999999119999999999999999999918999999999999999999999999030102
566410唯一合格男  999 999999901    101105183742185650000200135    2 100220010101011                                                                                                                                                                      010203980203979603020204020301020102010403030201020101020299050256030205302999999079999999999991999999999999999999999999999999999060101
566419唯一合格女  999 999999901    10110519330619422500098206048  2 100090010101011                                                                                                                                                                      020305999703020203020304010501980102019803020302020101079908050257020204602999999119999999999999999999921999999999999999999999999010201
566453最年輕的女  999 999999901    101108210831211832000200151    2 100564010502051                                                                                                                                                                      030205990203020202040203020301989898010203020302020101079908050177020204302999999649999999999999999999999999999999999999999999909980201
566456唯一合格女  999 999999901    101108215510220506000100007    2 100226010501011                                                                                                                                                                      030202020202010103010404010401010201020101010102010202020199040260020206301999999099999999999999999159999999999999999999999999999100201
566459最年輕的女  999 999999901    10110518392918501700099252016  1 200052010200021                                                                                                                                                                      049999990303010204010404010501010201010203020302020101010299060279030204701999999649999999999999999999999999999999999999999999911090201
566463唯一合格男  999 999999901    101105190505190714000200228    1 300013010301011                                                                                                                                                                      020205990403020204010404950501010102010202020202010101020299050151020204106999999010799999999999999999999999999999999999999999999040104
566472最年輕的女  999 999999901    10110620532721183100096209033  1 100160010201011                                                                                                                                                                      049999990398970104010498010502060498049898980197020101079908050154020205104999999639999999999999999999999999999999999999999990899080201
566475唯一合格女  999 999999901    10110518402818550500099252012  1 100074010201011                                                                                                                                                                      030103030303020404020304010601020102010303020202020101010199050244020204901105999029903999999999999999999999999999999999999999999060201
566482唯一合格男  999 999999901    101105184046185451000200170    2 100579010201011                                                                                                                                                                      049999990303020102010304010501029595010101020302020201959908020248020204105999999010999999999999999999999999999999999999999999999050101
566508唯一合格男  999 999999901    10110519024519054200095207347  2 100352010401011                                                                                                                                                                      030305990103020104010404019502040402010101040102020202079908020144020205106999999029901999999999999999999999999999999999999999999950104
566514唯一合格女  999 999999901    10110518421919040400097502029  2 100178010201011                                                                                                                                                                      020302020203010204010404019701010202020104010402020102020199060147020204602999999011099999999999999999999999999999999999999999999030201
566520唯一合格男  999 999999901    10110518422518535700097259001  2 200058010201011                                                                                                                                                                      020198980103010104020302019502989802010104040202010101020299040162020204302999999011199999999999999999999999999999999999999999999950101
566530唯一合格男  999 999999901    10110518430818502600098451021  2 300092010301012                                                                                                                                                                      049999990303010204020304010301020101010304040302020101020299050268030206214999999129999999999999999999999089999999999999999999999060101
566532唯一合格男  999 999999901    101105204200210619000200151    2 100564010201011                                                                                                                                                                      049999999797970103030201970501059797010101010401010202079908019566020206602999999059999999905999999999999999999999999999999999999010101
566555最年輕的男  999 999999901    10110619000019082000099261015  1 100132010503051                                                                                                                                                                      010401010403020104010404010802010102010104010102020101010299010257010106102999999059999999901999999999999999999999999999999999999040101
566564唯一合格女  999 999999901    10110520300620402500099256012  2 100060010201011                                                                                                                                                                      030105990303010202020304010702020101010303010302020101010299050155020205104999999099999999999999999139999999999999999999999999999080201
566578唯一合格女  999 999999901    10110518452319093700096204050  2 100150010302011                                                                                                                                                                      030304040303020102010203010101010103019803010402020101010199050331030304906999602639999999999999999999999999999999999999999990899050201
566582唯一合格男  999 999999901    10110519381219450400099252009  1 100053010202021                                                                                                                                                                      030103970403020204010304010301010101010304040201010101020299050354020205602999999069999999999039999999999999999999999999999999999040101
566584唯一合格女  999 999999901    10110618351418480500095207347  2 100352010201012                                                                                                                                                                      049999990303020104010403010602989802980404030202020201969908020141020206204999999649999999999999999999999999999999999999999999905090201
566592最年輕的女  999 999999901    10110518455219033100098206048  2 100090010301031                                                                                                                                                                      039605990403020104020303010502020102010303040402020101020299060164020204602999999129999999999999999999999079999999999999999999999090201
566608最年輕的男  999 999999901    10110519535120030900087503234  2 100922010302031                                                                                                                                                                      049999990303020302030203010501980102019704049702020101020299050169020207214999999069999999999209999999999999999999999999999999999030101
566609最年輕的女  999 999999901    10110519374219520300098203017  2 300016010601062                                                                                                                                                                      049999990203010403010202020701060102010404040202020101020199040167020206104999999179999999999999999999999999999999907999999999999100201
566619最年長的女  999 999999901    10110521375421513800098203019  2 100082010503012                                                                                                                                                                      020205990303020304030304010501020102020101040301020101079908060268020204602999999069999999999079999999999999999999999999999999999010201
566626唯一合格男  999 999999901    101105184706190226000200151    2 100564010201011                                                                                                                                                                      030205990303010103030302010302030302019804020201020202079908030253030204602999999119999999999999999999931999999999999999999999999030101
566634最年長的女  999 999999901    101108182347185246000200151    2 100564010402012                                                                                                                                                                      049999999703010202030304010301980305039803010101029696959908050252020203601999999079999999999991099999999999999999999999999999999030201
566657唯一合格女  999 999999901    10110521454721535900096204035  2 100239010201012                                                                                                                                                                      049999990303020203020304010501020102010303030201020101010299050262020205901302999199999999999999999999999999999999999990799999999070201
566659唯一合格女  999 999999901    10110518482218575900099252017  2 100074010201011                                                                                                                                                                      049999990303020303030304010302020201020202020301020201010299060258020204901302999109999999999999999990399999999999999999999999999020201
566669唯一合格男  999 999999901    10110518490919040900099256002  1 100307010401011                                                                                                                                                                      020105990496020202020304019702010101010104030401010101010299030244010207906999206010599999999999999999999999999999999999999999999060101
566670唯一合格男  999 999999901    10110618594519114400095207347  2 100352010402011                                                                                                                                                                      049999990203010104030302010501010102010404040202020101020299040159020206104999999011499999999999999999999999999999999999999999999100101
566690唯一合格男  999 999999901    101105212121213212000200181    2 200035010101011                                                                                                                                                                      030203030403020104010404010601010101010404040402020101010299060268020205104999999011099999999999999999999999999999999999999999999070101
