160021最年長的男   04 999999904    180413200341201143000105202054 2 10000219010402012                                                                                                                                                                    0402040401990101030402020201010102010302010199360301019999999902010201029069991060101960799999907999999999999999999999999999999990101
160040最年輕的女    2 999999904    180413200436201358000104405206 2 10000248010301031                                                                                                                                                                    0304020302990304040301010201020101010402020199600401020299999902030201039016029990102056399999999999999999999999999990999999999990201
160051最年輕的男  049 999999904    180416192350193106000105306080 2 30000034010404041                                                                                                                                                                    0304020401990203040302020203020102980501079908740701020299020201040204021049999990201056699999999999999999999999999999999990599990101
160056唯一合格男   05 999999904    180413200539201355000102601008 1 10000366010201011                                                                                                                                                                    0203029701990203020402020201969801980401969908830701020199030101040202033029999990298951099999999999995999999999999999999999999990101
160063唯一合格女   03 999999904    180416211532213100000100120    2 30000028010201011                                                                                                                                                                    0203020401990202030303020202030102020501979908460501020299999902030202029011049990103956899999999999999999999999999999999999999950201
160070唯一合格男  049 999999904    180413200625204017000106301024 2 30000004010201011                                                                                                                                                                    0104010304020301030302020201030102010401020299400401020199999902020202049069991060201010899999999099999999999999999999999999999990104
160071唯一合格女   08 999999904    180413200627201723000102303086 1 10000254010201011                                                                                                                                                                    0104010402990101020203010101020198030502010199450601020298999902060203029015019990102031399999999999999129999999999999999999999990201
160077唯一合格女   04 999999904    180413200638201924000100108    2 10000100010100011                                                                                                                                                                    9703030201990201040101020201040198020602069908580301029999999902010201036029999990202020799999901999999999999999999999999999999990201
160086唯一合格男   03 999999904    180415184558185838000106252008 1 30000080010201011                                                                                                                                                                    0304010201990103030401020201960198020198079908660701020199010298029802045019999990203040599990199999999999999999999999999999999990101
160095唯一合格男   03 999999904    180415184546185521000100067    2 10000275010301011                                                                                                                                                                    0304020401990207020402020201039802020602010199850401010299999903070204023029999990103091599999999999999999905999999999999999999990101
160129唯一合格女   04 999999904    180413200759202249000105202009 2 10000210010201011                                                                                                                                                                    0104010404020401030403020201040198980201069908310301029999999902020201049015019990101010799999915999999999999999999999999999999990201
160136最年輕的女   03 999999904    180416201306202236000104302002 1 30000096011006101                                                                                                                                                                    0404020402990201040201020204049898980302079908760702990299010201040203046029999990203966899999999999999999999999999999999999999040201
160143唯一合格女  049 999999904    18041521194321293400087503234  2 10003380010302011                                                                                                                                                                    0202030304020201040401020201040198980303069903370199999999999902010201985019999990101020899999999079999999999999999999999999999990202
160154唯一合格男  049 999999904    180413200850202015000100049    2 10000790010201011                                                                                                                                                                    0204010401990303040203020201010102010401020299490401020199999902020202035019999990201030899999999029999999999999999999999999999990101
160166唯一合格女   06 999999904    180413213441214245000100080    1 10000439010100011                                                                                                                                                                    0104010402990407030203010201010101010401020199480402990199999902020202021069999990103086799999999999999999999999999999999999902990201
160181唯一合格女   06 999999904    180413200938202104000106252020 1 20000080010201012                                                                                                                                                                    0104010302990203030202020202020102980302010299700701020299020202020202022049999990203956799999999999999999999999999999999999924990201
