176017最年長的男             01    06101318425319015800092101065  2 300016010402012                                                                                                                                                                      0702990102020101020401010101040401010402020504000103010299024703021059999991199999999999999999999189999999999999999999999990104
176029唯一合格男             01    06101318445318570000092204032  2 100292010301011                                                                                                                                                                      0402990302020103040401010201040404029603960506000605050299015304021069999990112999999999999999999999999999999999999999999990101
176037唯一合格男             01    06101321315122052900094501047  2 300015010201011                                                                                                                                                                      9202999602020196960201029601020404039604039898989896079908015006023029999992099999999999999999999999999999999999999019999990101
176043唯一合格女             01    06101318463818584700095256034  2 100076010302011                                                                                                                                                                      9202990101980402040404010101040104010401010500050303010299025004029034019990699999999991899999999999999999999999999999999990201
176047唯一合格女             01    06101822211622293300093252017  1 100078010201011                                                                                                                                                                      0502990303010404040402010101970101020402020602050105010299016106019012149990499999907999999999999999999999999999999999999990201
176052唯一合格女             01    06101822213322351900092101065  2 300016010201012                                                                                                                                                                      9802990302010303040401010101020101010402019797979705069908025605039016029990399990399999999999999999999999999999999999999990201
176053唯一合格女             01    06101319481920145800094601226  2 300024010101011                                                                                                                                                                      0402990398019898989797979702010303030203039797009797079908021901025019999996399999999999999999999999999999999999999999902990202
176054唯一合格女             01    06101519352819471100093205055  2 200036010100011                                                                                                                                                                      0502999801010398030302029802039898020398020505009805079908022902029019019996399999999999999999999999999999999999999999901990201
176055唯一合格女             01    06101319002419020600095208056  1 200024010201011                                                                                                                                                                      0602990102950202020302030301040403020302020404000405050299014103029013029990103999999999999999999999999999999999999999999990201
176059唯一合格女             01    06101318475619002800095252010  1 100080010201012                                                                                                                                                                      0102990302010303030401039701040404020398960505050506020299015003025019999990899999999999999069999999999999999999999999999990201
176069唯一合格女             01    06101320063120180800094507026  2 300024010201011                                                                                                                                                                      0402990103020101010301040401040402020204030010000504020199015304029033029992099999999999999999999999999999999999999029999990201
176073最年輕的男             01    06101318495919013900095301060  2 300004010403042                                                                                                                                                                      0802990302950404040403010101960201010403030603050605079908016805024019999991199999999999999999999049999999999999999999999990101
176081唯一合格女             01    06101318505919063800094501047  2 300015010302011                                                                                                                                                                      0202990303010302030401030202030302020304030604040406010299024904023029999990699999999990399999999999999999999999999999999990201
176087唯一合格男             01    06101318514419114300094203042  2 300008010601011                                                                                                                                                                      0402990103959603040401040301010201020304020305010204020299014904021019999990399991299999999999999999999999999999999999999990104
176090唯一合格女             01    06101320181120431500094507026  2 300024010201011                                                                                                                                                                      9602990102950296960301969601049604960296960505030305079908025805029013029991199999999999999999999029999999999999999999999990201
176104最年輕的女             01    06101318540819095900094507026  2 300024010301032                                                                                                                                                                      0402990202010296040401030202020402020401020505039805079908025205026029999991299999999999999999999990899999999999999999999990201
176110最年長的男             01    06101318550619103300095301056  2 300006010503012                                                                                                                                                                      9202990302010303030301020201040204010402020303030305040299026404012139999990105999999999999999999999999999999999999999999990101
176120唯一合格女             01    06101519210719311900094208011  2 300008010201012                                                                                                                                                                      0502990303010404040403010101010101010401010700050005010199026805033029999991799999999999999999999999999999999069999999999990201
176131唯一合格女             01    06101520005120105200095254001  1 100044010302011                                                                                                                                                                      0702990303010404030402010101030302030302020503020204079908026406029012149996399999999999999999999999999999999999999999901990201
176148最年輕的女             01    06101319015619085800092204032  2 100292010301031                                                                                                                                                                      0102990302010404040401010102010101020302020703050106010299026706022079999991599999999999999999999999999990199999999999999990201
176166最年輕的男             01    06101319041219172900095209032  2 300004010802081                                                                                                                                                                      0602990303950304040401010101040401020402030804050305040299016704026029999990699999999990199999999999999999999999999999999990101
176199唯一合格男             01    06101519214919340700094207209  1 300012010201012                                                                                                                                                                      0402990103010202040401010101030102010401010600020205010299025405016029999990699999999990199999999999999999999999999999999990101
176202唯一合格女             01    06101319080819395600095256034  2 100076010100011                                                                                                                                                                      0201010202010404960104010101010101010402010000000003079908034207019059992060114999999999999999999999999999999999999999999990201
176205唯一合格女             01    06101321005621113900095252010  1 100080010602061                                                                                                                                                                      0102990302010402030401020101040403010402010502030205010299025804023029999996499999999999999999999999999999999999999999999050201
176211最年輕的女             01    061016194739195636000100017    1 100044010200021                                                                                                                                                                      0502990302010302030401010202030204010402020403020006079908017404013029999991499999999999999999999999999069999999999999999990201
176215唯一合格男             01    06101822152522214400095252008  2 100052010201011                                                                                                                                                                      0702990302010404040401010201030204020302020302020206010299026206022079999991599999999999999999999999999990199999999999999990101
176221最年長的女             01    06101319100019315500093401049  2 300008010503012                                                                                                                                                                      0602990202950203010401950201040304020403030505000506989908025103029024019990799999999999906999999999999999999999999999999990201
176228最年輕的女             01    06101822110122202000094601112  2 200042010402041                                                                                                                                                                      9602990302980104010401010401040404020403020000000004079904016405026029999991199999999999999999999209999999999999999999999990201
176237唯一合格女             01    06101319114419282500094303092  2 300016010201011                                                                                                                                                                      0501010303010404040402010101020102020403020702070003010199024704019011029990399990299999999999999999999999999999999999999990201
176246最年輕的女             01    06101319122919284400095301056  2 300006010604061                                                                                                                                                                      0502990302950302040401030101040402020302030606010203020299017005023029999990299079999999999999999999999999999999999999999990201
176249唯一合格男             01    06101822311422375400092202021  2 100146010101011                                                                                                                                                                      0502990302980402020401020201040203020401010000000006079908017106013029999990699999999990199999999999999999999999999999999990101
176269唯一合格女             01    06101519233719360300094207226  1 300012010201011                                                                                                                                                                      0902990302980398020301980304040404010202029798979703010299015004024019999991199999999999999999999299999999999999999999999990201
176271最年輕的男             01    06101519171719250800094507026  2 300024010804081                                                                                                                                                                      0502990102980497020401979701020397010404010603020306079908027006027019999990115999999999999999999999999999999999999999999990101
176281唯一合格男             01    06101319164519394800095252010  1 100080010401011                                                                                                                                                                      1502990101980296040496010196969696020496020804060405010299024002013029999990599999999059999999999999999999999999999999999990101
