009002唯一合格女  999 999999906    120414185143185928000200170    2 200991010100011                                                                                                                                                                      0202030303040404030304030303030303030396980102020202010103010299014307010302301999999039901999999999999999999999999999999999999060201
009004最年輕的男  999 999999906    12041718095818190700099601063  1 100306010402041                                                                                                                                                                      0302030203040403040404030202020404040201010102020202980205020299015303990202106999999039908999999999999999999999999999999999999060101
009017最年輕的女  999 999999906    12041418524019035700098204022  2 300021010402041                                                                                                                                                                      0303030303040303030404030303030404040202010202020202960204079908016907020202901602999679999999999999999999999999999999999999935020201
009018唯一合格男  999 999999906    12041418524119015500099601181  1 300058010201012                                                                                                                                                                      0202040104030302020404020102020204040303020202020202010201079908027108990202214999999659999999999999999999999999999999999039999070101
009029唯一合格女  999 999999906    120414185323190308000200246    1 100051010201011                                                                                                                                                                      0397030302040403010203030404020203020202980102020202020105079908026506010202302999999189999999999999999999999999903999999999999060201
009036最年輕的女  999 999999906    120416184916190158000200238    2 300281010200021                                                                                                                                                                      0301040204040402960304040404020204040303020202010202010105079908023702990202906999602679999999999999999999999999999999999999922010204
009041唯一合格女  999 999999906    12041718090018190200091207428  1 100097010201011                                                                                                                                                                      0202040196040402040404020203020204040202010102020202020106010299026607010302302999999659999999999999999999999999999999999179999090201
009048唯一合格女  999 999999906    12041421305921393700099209009  2 300032010201011                                                                                                                                                                      0302020202030303030302010202020203030301020101020202020203010299016207010202301999999679999999999999999999999999999999999999918080201
009049唯一合格女  999 999999906    120414185438190549000100101089 2 100238010100011                                                                                                                                                                      0301040104040402040404010301030198040103020102020202040405079908014608990303103999999659999999999999999999999999999999999069999100201
009062唯一合格女  999 999999906    12041418552019055600099601063  1 100306010100011                                                                                                                                                                      0201030104040403040404010202040404040202010102010201020105020299024506010202906999302639999999999999999999999999999991199999999010201
009067唯一合格男  999 999999906    12041418552919112400099507036  2 200062010101011                                                                                                                                                                      0101040104040404020301020202010203030202980101010102020205010199023507020303906999103649999999999999999999999999999999908999999030101
009082最年輕的女  999 999999906    120414210826212012000100204017 1 200040010301032                                                                                                                                                                      0303020203040404040404020202020204040202010202020201020206020299017208990202207999999079999999919999999999999999999999999999999980201
009092唯一合格男  999 999999906    120417180841181815000200245    1 300185010101011                                                                                                                                                                      0404030402030401030303020202040403040101010202020202030203010299027804999898602999999079999999903999999999999999999999999999999030101
009094最年輕的女  999 999999906    12041422302622340100099154005  1 300040010602012                                                                                                                                                                      0201040104040403030304010102030304040201010102020101020205979908026808990202401999999099999999999990399999999999999999999999999980201
009096最年輕的男  999 999999906    12041418570919102700087503234  2 101394010302031                                                                                                                                                                      0403030303030402030303030398020204040103980102020202030405079908017807010202214999999099999999999990199999999999999999999999999980101
009136唯一合格女  999 999999906    120414185906190950000100252501 1 100097010201011                                                                                                                                                                      0303020202040403020303020202020203030202980102020202020103010299025708990202206999999079999999916999999999999999999999999999999090201
009139唯一合格女  999 999999906    120414185912190839000100034    2 100556010302011                                                                                                                                                                      0404030303040401040404040303040204040202030102020202960206079908015404990202302999999079999999910999999999999999999999999999999020201
009141唯一合格女  999 999999906    120418205648210519000100034    2 100556010302011                                                                                                                                                                      0402040203040402020404980398030304049896980102020202020106010299022903990202901901999159999999999999999999901999999999999999999020201
009161唯一合格男  999 999999906    120418184611185411000100252501 1 100097010201011                                                                                                                                                                      0302040104040404030403040404040304040201020102020202030105010299024007010202302999999649999999999999999999999999999999908999999060101
009165唯一合格女  999 999999906    12041421281721404600096209033  1 100461010302012                                                                                                                                                                      0402030403040404020304030303010404040101010102020202020305079908015904990101901104999669999999999999999999999999999999999992899080201
009169最年輕的女  999 999999906    120414190058191727000100204017 1 200040010503051                                                                                                                                                                      0302960204040403020398029802020203039896020102020202960206969908018006010202701999999089999999999079999999999999999999999999999980201
009171唯一合格男  999 999999906    120415180731182019000200073    1 300455010101011                                                                                                                                                                      0202040103040403010403040104040404040101010101010202969605050199012503990101906999601669999999999999999999999999999999999990999010101
009191唯一合格女  999 999999906    12041419020519094700096209033  1 100461010302011                                                                                                                                                                      0202030202040202040303020202010403030202010102020202030204020299014806010202601999999089999999999019999999999999999999999999999090201
009202唯一合格女  999 999999906    12041720044320113800098507010  1 300398010302012                                                                                                                                                                      0202030101040401030104020201020202020104980102020202010205010299025306010202901104999679999999999999999999999999999999999999934050201
009216最年輕的女  999 999999906    120417180722181744000200073    1 300455010401041                                                                                                                                                                      0201040102040404010401030304010404040201010102020202010104079908018007010102701999999139999999999999999139999999999999999999999010201
